,textID,text,selected_text,sentiment
12356,558d4976d1,"just got a haircut, NOT happy!",NOT happy!,negative
12357,702a165724, and the habitat is twitter-active. Neat,Neat,positive
12358,0a61cbd71f," Star Trek? Me? Nah. My Dad is one for Star Trek right enough. Today, I'm off to see 'Corlaine'. Much more my style Shezz.","Star Trek? Me? Nah. My Dad is one for Star Trek right enough. Today, I'm off to see 'Corlaine'. Much more my style Shezz.",neutral
12359,1b8a0a7ceb,"And apparently I misplaced my iPod, the 30 gb",misplaced,negative
12360,1580182b0a,Nothing good at the five dollar sale.,Nothing good,negative
12361,0b0cc0c229,http://twitpic.com/67wb4 - Gotta a show on Monday at 9.... hopefully my head will be better by then....,hopefully my,positive
12362,7a82127e67,Church is in 8 hours! I better hurry up so I can get some sleep!,Church is in 8 hours! I better hurry up so I can get some sleep!,neutral
12363,bc3595417d,"i burned my tongue!  @ workkkkkkkkkkkkkkkkk,",burned,negative
12364,f35326c25c,"Worried about Bry, he has bronchitis and a sinus infection   Poor baby.",Worried,negative
12365,28c9dc4cc4,Exhausted after a 58 hour work week,Exhausted after a 58 hour work week,negative
12366,aeee8ceff4, maybe one day I can be on your favorite producers list  lol,I can be on your favorite producers list  lol,positive
12367,428d32dc76,walk was grand peeps lol feet are really hurting now thought  ****,feet are really hurting now thought  ****,negative
12368,bae95611dd, Woo Hoo! It's time to play &quot;Name That Twune&quot;,Woo Hoo! It's time to play &quot;Name That Twu,neutral
12369,aca0127b54, ...i had a yay moment today  YAY hope you did too!,YAY,positive
12370,abdb58812e,Finally able to get Flight Control for my Ipod. Best game app! 123  **** choppers lol,Best,positive
12371,40c16b0da7,cant wait for prom and after prom party on friday,cant wait,positive
12372,a4191a25c3," yes I am, do you want to meet?","yes I am, do you want to meet?",neutral
12373,520d2410fb,Craziier are off of msn!,Craziier are off of msn!,neutral
12374,7056f0e83a,Back at work.....too much email in my inbox....,too much,negative
12375,8ee915a9e0,No show tonight  No plans. Ughhhh.,Ughhhh.,negative
12376,e960082698, carnivalsofparis i think i still have yours on my bl but i'm not sure... i hardly talk to anyone anymore,hardly,negative
12377,c81ae3c102,Fiona is sad because there wasn't enought room in Megan's suitcase for her  http://apps.facebook.com/dogbook/profile/view/5163602,Fiona is sad because there wasn't enought room in Megan's suitcase for her,neutral
12378,ee9df322d1,"   Sorry, we'll try to keep it down.",Sorr,negative
12379,3f95308882, You are extremely clever my dear.,e extremely clever,positive
12380,9c56dcbab3,I wish I had company,I wish I had company,negative
12381,3d0352f9f9,I want to watch the movie &quot;Up&quot; but no one wants to watch it with me,quot; but no one wants to watch it,negative
12382,07e664f430,Aw i couldn't see robert before practice. That makes me sad,That makes me sad,negative
12383,31114fcf87, lol. u got AC right? u know it's getting chill here again...  n its gona rain tmr,lol. u got AC right? u know it's getting chill here again...  n its gona rain tmr,neutral
12384,d7a1563eb6,"Downloadfestival's lineup isn't as good as i thought it was. There are some other awesome bands doing the festivals, but missing DL","Downloadfestival's lineup isn't as good as i thought it was. There are some other awesome bands doing the festivals, but missing DL",neutral
12385,d06582e26d,writing report cards  soooo tired but what an amazing day. check it out on fb soon!,what an amazing day.,positive
12386,69438ecddc,ok its been one hour im still waiting im losing my patience,losing,negative
12387,8d271d16fb, u mean VIP this time ? coz of the KBS thingy ? haha..,u mean VIP this time ? coz of the KBS thingy ? haha..,neutral
12388,a23f97102f, I've been readin your last few twitts. I hope your ok,hope,positive
12389,4d258dab61," If you ever need some help with the Podcasters Emporium, let me know","If you ever need some help with the Podcasters Emporium, let me know",neutral
12390,8d12591194, Perfect! Thank you.  &lt;3&lt;3,Perfect! Thank you.,positive
12391,1274c501a6, I wish I could...but I'm @ work when she's on...,wish,positive
12392,b65aae7c39,"I'm Twitter dumb. Just saw my &quot;.com&quot; &amp; all the kind folks who've tweeted me. AH!So sorry, I'm not ignoring you, just SLOW.","tweeted me. AH!So sorry, I'm not ignoring you",negative
12393,f14c31591f,english class! working on interactive orals,english class! working on interactive orals,neutral
12394,9ef111ff88,gymnastics time.  My last night for teaching Friday evening classes.   New summer schedule starts next week.,gymnastics time.  My last night for teaching Friday evening classes.   New summer schedule starts next week.,neutral
12395,b74a9b6a6b,I want to wish HAPPY MOTHER'S DAY to my two favorite moms in the world: My own mom of course  and my sister!!! HAPPY MOM'S DAY TO YOU TWO!,HAPPY MOM'S DAY TO YOU TWO!,positive
12396,23ed699f1c," Oooh, neat!  Yes, SF has such good food.  Again, so jealous of all you SF people.","Oooh, neat!  Yes, SF has such good food.  Again, so jealous of all you SF people.",neutral
12397,ccce222da3,"Work is MAD blocking sites! No fun  but they aren't blocking facebook, twitter &amp; youtube",MAD blocking,neutral
12398,acdf2a77d4,heyyy where'd my tweet go?  *shouts to  bc her lists are always amazing!,e always amazing,positive
12399,62acdd8ae8, I'm here if ur here for me!,I'm here if ur here for me!,positive
12400,0872ed0f00, www.youtube.com/watch?v=9FtuV3xMrN0,www.youtube.com/watch?v=9FtuV3xMrN0,neutral
12401,308420a8f2, dont think me ugly - but tha dumb **** is lookin a lill betta - an he know it!,dont think me ugly - but tha dumb **** is lookin a lill betta - an he know it!,neutral
12402,d25cfac9d5,"Nina was on my lap, but just decided to jump off","Nina was on my lap, but just decided to jump off",neutral
12403,1d8605d15d,**** it were is Eric or anyone else when you need your hair to be played with,**** it were is Eric or anyone else when you need your hair to be played with,neutral
12404,f38c40c9aa,_ Oh please mark all toe tweets with #toe.  is trying to make trening topic out of #toe,_ Oh please mark all toe tweets with #toe.  is trying to make trening topic out of #toe,neutral
12405,3addf33859,Liam peed in the potty!!,Liam peed in the potty!!,negative
12406,db11816c67, yes .. thats a problem   #prism #fail,problem,negative
12407,82a2025c55,Is on break...I'm so tired,I'm so tired,negative
12408,0d8328f19c," Just wanted to point out that on Youtube, you have more subscribers than Tom Felton. Thought that might make you happy.",happy.,positive
12409,cbcaeb8abc, I would but its like 1800 or 1000+ miles  gas prices are crazy im doing alpine next summer most def,e crazy,negative
12410,40391be525,I'm way to sleepy.. Ill watch my shows lata..Good nite twit-fam!.. God bless!..XoXo,Good nite twit-fam!.. God bless!..,positive
12411,be141f574a,I was kinda looking forward to seeing Seann William Scott in the office today,I was kinda looking forward to seeing Seann William Scott in the office today,neutral
12412,a60aef7c1b, was being sarcy as usual,sarcy,negative
12413,d970190769,_Mak request me on bbm &amp; send all ur contact info. Everything didn't sync up from old phn  I have ur tmail info haha - DATED!,Mak request me on bbm &amp; send all ur contact info. Everything didn't sync up from old phn  I have ur tmail info haha - DAT,neutral
12414,522fd74625,Visiting family in hospital = not fun,Visiting family in hospital = not fun,negative
12415,c1ca3e6ef2,  that made me sad..,e me sad..,negative
12416,426882d2a4,"Basically I've listened to Miley Cyrus for fourteen hours now, and I love it.",love,positive
12417,20d6014714, I thought it was a simple one  I found it hilarious.,t hilarious,positive
12418,74f48a51d9, WHAT! That's horrible! To purposely write about it to a bunny is just mean &amp; cruel!    Not to mention just plain tacky....,horrible!,negative
12419,999983bd97,Nic has no idea what he's going to do!  money is all gone!,money is all gone!,negative
12420,ddd37d319b,"Back then I didn't know why you were misunderstood. So now I see thru ur eyes, all that u did was love. Mama, I love you","Back then I didn't know why you were misunderstood. So now I see thru ur eyes, all that u did was love. Mama, I love you",neutral
12421,4e2b8aa814,HAPPY MOTHER'S DAY to all of the wonderful women out there.  Have a great and relaxful day.,wonderful women,positive
12422,2416dbd0dd, Thank you! And I don't care for the look on his face.,Thank you!,positive
12423,f7be4bc7ad,wants to go out tonight but cant get home,but cant get home,negative
12424,992aab6ade," awe! i miss him so much. they're on &quot;vacation&quot;. which has lasted for like, six months. and i miss you!","awe! i miss him so much. they're on &quot;vacation&quot;. which has lasted for like, six months. and i",negative
12425,d98b4eb1fb,I wanna go to DBSK oppa's Mirotic Concert in Thailand!!! I REALLY WANNA GO SO MUCHHHHH...    *burst into tears*,I wanna go to DBSK oppa's Mirotic Concert in Thailand!!! I REALLY WANNA GO SO MUCHHHHH...    *burst into tears*,neutral
12426,91e9d843a4, ahh that would rock,ahh that would rock,neutral
12427,2c08b3b456," Sorry about the weather, hopefully you're not in the 2-3 hour wx delays here in BWI","Sorry about the weather, hopefully you're not in the 2-3 hour wx delays here in BWI",negative
12428,836b055959,Twitter's being lame and won't post my twitpic of Gucci and I,lame,negative
12429,137748f144,BIG NEWS?! But I don't know if I can share it.,BIG NEWS?! But I don't know if I can share it.,neutral
12430,1b13ed8b4b,im thinking that im going to have fun tonight....and maybe some changes are coming,going to have fun,positive
12431,27f1fa3214, haha best thing about office birthdays hey,best,positive
12432,d89d152ce4,goodnight to all,goodnight to all,positive
12433,923ae25c1c," i got 2 much 2 do 2nite 2b bored. In bath still hav wash, dry, straight hair, get clothes ready etc","i got 2 much 2 do 2nite 2b bored. In bath still hav wash, dry, straight hair, get clothes ready etc",neutral
12434,89a2b9b242, well you scared me saying there may be rustling in the trees!  Happy Sunday to you sir,well you scared me saying there may be rustling in the trees!  Happy Sunday to you sir,neutral
12435,87967559b7,It's 2am and I still haven't gone to sleep yet! Up early to hit the beach and then shopping! Yays!!!,Yays!!!,positive
12436,a8daa1f4cd,How do you forgive yourself for hurting the one you love the most?,hurting,negative
12437,ed50142b2e," Oh yeah, i'm the poorest person of all. But i shouldnt joke about that, poor other people",poor other people,negative
12438,fc22958d5d,still a newbie in twitter!,still a newbie in twitter!,neutral
12439,fd606c4473, on a day like this...,on a day like this...,neutral
12440,d7a20571d9, How would I know if u didn't tell me??? Too busy cakin to pay me any attention,? Too busy,negative
12441,f6e929a6ac,Spent last night in A&amp;E (ER). Wife tangled wheels with Daughter &amp; hit the deck. Dislocation &amp; fracture resulted.,Spent last night in A&amp;E (ER). Wife tangled wheels with Daughter &amp; hit the deck. Dislocation &amp; fracture,neutral
12442,81e6c0ac2d, Sadly no. It didn't come with one...,Sadly,negative
12443,b448bff0e8," awww thanks Jon! My 9yr old told me I was to sleep in, while they all clean the house.. best mom's day present ever!",best mom's day present ever!,positive
12444,a393123681," Same as, it's BS I tell you! Ah well, better attempt some","Same as, it's BS I tell you! Ah well, better attempt some",neutral
12445,dfe5bba582,I didn't catch the Jonas Brothers Facebook Webcast...  It already ended when I logged in to my Facebook account...,I didn't catch the Jonas Brothers Facebook Webcast...  It already ended when I logged in to my Facebook account...,neutral
12446,f6f31ebdcf,No tourney 'til next weekend =   http://bit.ly/2xDPf,No tourney 'til next weekend,neutral
12447,ce5ca48d51,"My industrial is repierced, and I made a cute little friend",cute,positive
12448,87e7c38d7c,  What's wrong with her?,s wrong,negative
12449,51802bebdf," After many attempts, I can't figure out how put a pic in the avatar. Tells me pic is too big. Frustrated trying.......sorry",Frustrated,negative
12450,cb9deb455d,We're going to panahra for dinner.  miss you guys.,miss you guys.,negative
12451,089fef3548,_l I blame you for 1/2 price Fridays replacing Free Book Fridays. They don't want you doing #rrtheatre anymore.,_l I blame yo,negative
12452,4bc0a95c7f, Pleaseee Give Me A Shoutout  Love Georgia (UK),Love,positive
12453,6302e51369, awwww this made me realize I have to take down my bulletin board too!  There's so many memories up there.,awwww,positive
12454,c7e58ae69b," - Wow, I didn't realise you were Hami. lol. Thanks for all the comments on my blog, dude",Thanks for all the comments,positive
12455,78dcea89e3,_sweetye I hope so,I hope so,positive
12456,eed5236bea,wishing warped tour came to london canada.....,wishing warped tour came to london canada.....,neutral
12457,6db5740b39," well, the customer is always right (at least that's what they tell me)","well, the customer is always right (at least that's what they tell me)",neutral
12458,695a225cbd,omg. .please jonas brothers add an extra date in dublin in november! i tried 2 get tickets but dey were sold out.,omg. .please jonas brothers add an extra date in dublin in november! i tried 2 get tickets but dey were sold out.,neutral
12459,a8da7904ac,I had a great date last night...tried to find the CDCaves with Daniel  it was HILARIOUSLY FUN!!!,HILARIOUSLY FUN!!!,positive
12460,9113b73c77,_Cat  we all know and yes dont remind me im so effin jealous  **** aust some times,jealous,negative
12461,18f4c013a0," Haha! I can't a good vid of it on tubey,you thugh",good,positive
12462,5af0e5787e,I always forget how much fun kyle is!,forget,negative
12463,85623a8716, What time you close today? Is it the last day today or tmr? I may shed a tear,I may shed a tear,negative
12464,14c67c535b, Depends on what they want for it....I've become poor again,.I've become poor again,negative
12465,835d49c1ef,The Blowout ended,The Blowout ended,neutral
12466,3da077e314,_Molecule where is Sackiroth,_Molecule where is Sackiroth,neutral
12467,cf92786094," that is awesome!  spent the day studyin, chillin a lil b4 goin to bed, its slowly gettin colder in Paraguay, winter is comin",that is awesome!,positive
12468,365c1aaa7f,Chemistry is not fun..,Chemistry is not fun..,negative
12469,fa3fb3592f,"rcb trashes mumbai indians....  i feel bad for mumbai indians, they just didn't know what hit him...",bad,negative
12470,4bf0d9f638, better check YouTube,better check YouTube,neutral
12471,e8f3d2cc47, Oh yum - rhubarb. These links are fab. Thanks,fab.,positive
12472,d4099e92e6,Thai food with Natalie. She loves this stuff. That makes me smile.,She loves this stuff.,positive
12473,3bcc340f8a, ooo thanks for the danger radio link  loves it...how did the test go?,ooo thanks for the danger radio link  loves it..,positive
12474,fd9d9dbaf1,wow. i just install twitter fox. I am tired to keep refresh my browser,wow. i just install twitter fox. I am tired to keep refresh my browser,neutral
12475,73e3150187," I know, i know...  -hugs-",-hugs,positive
12476,ee4cd07fc2,Is at work  ohwell need money so : D,Is at work  ohwell need money so : D,neutral
12477,1943a08c94, I forgot about it and I already ate lunch  so I guess I'm not going.,I forgot about it and I already ate lunch  so I guess I'm not going.,neutral
12478,f93fdd38f0,"  thanks for the r/t, I was hoping I had some *classy* followers",thanks,positive
12479,0e2ad201ce,Having first beer in over 8 days what has happened to me and Im only having it cause Miss 8 wanted to get me one for mothers day.,what has happened to me,negative
12480,de1f8970e0,at the redi med. getting checked for strep throat.,at the redi med. getting checked for strep throat.,neutral
12481,c68863089e,_tifullyTragic ... in London last night so give it a few hours &amp; I'm sure a few will appear,in London last night so give it a few hours &amp; I'm sure a few will appe,neutral
12482,505b9964bd,I forgot to charge my cell last night and now it's dead,forgot,negative
12483,c9dd6898f3, I am sure it would be like everything else PCI where $ sets you free.,I am sure it would be like everything else PCI where $ sets you free.,neutral
12484,76ebfe4c04,Operation Mischevious (Pinwheel) to commence in 25 min... lol  waiting on Ed to show up,Operation Mischevious (Pinwheel) to commence in 25 min... lol  waiting on Ed to show up,neutral
12485,f9d6d29a13,is stuck in traffic,is stuck in traffic,neutral
12486,642726107c, - redbull has the same amount of caffine in it as a cup of coffee. You're theory is quashed Nicola,- redbull has the same amount of caffine in it as a cup of coffee. You're theory is quashed Nicola,neutral
12487,336a59ea04, i thought you were gonna be at the show,i thought you were gonna be at the show,neutral
12488,e0f46e39c0," good moring mr bailey, it is my birthday today",good,positive
12489,902ec882f8,totally addicted to xbox carcassonne.  i also really love tomb raider legend.  and still badly NEED bolt.,love,positive
12490,643d07a1e6,OMG...the heater in my room has been on all day while i was at school &amp; now it's boiling,OMG..,negative
12491,4d4fceb7d2, Working extra hours...,Working extra hours...,neutral
12492,eca4c46188,good evening. enjoying vacation eventhough it is boring.  pray for david cook's brother. rip.,good evening. enjoying vacation eventhough it is boring.  pray for david cook's brother. rip.,neutral
12493,4f09c42f8b, &quot;They&quot; being the husband or the girl?,&quot;They&quot; being the husband or,neutral
12494,67f2f85bf1,i am going to be disgraced with myself for life if i don't make it in next year. being a perfectionist sucks. good luckkkk,i am going to be disgraced with myself for life if i don't make it in next year. being a perfectionist sucks. good luckkkk,negative
12495,62e59eaac2, I was going to go to london for a week then had to change my ticket! I would have been there right now,I was going to go to london for a week then had to change my ticket! I would have been there right now,neutral
12496,df6f949750,My tomato soup tastes like red peppers,My tomato soup tastes like red peppers,neutral
12497,4e9088398a,at the taste a addison w/ her fav. ppl,at the taste a addison w/ her fav. ppl,neutral
12498,cfeb6d29cc, ~ Sorry the response to my assistant job has already been filled. Please check back soon.  I'm sure she will not last long.,e she will not last long,negative
12499,786cd7166a,_Logos nope my computer right now is in need of a power supply so im useing an old office machine,_Logos nope my computer right now is in need of a power supply so im useing an old office machine,neutral
12500,c88248431f,_Schulz lucky u;-) no park for me  maybe for a short period ... i really have some stuff to be done untill Wed ...,lucky u;-) no park for me  maybe for a short period ... i really have some stuff to be done untill Wed,positive
12501,2b089cc68e,Red Rock for lunch with Colin.  and  couldn't come.  IPA Junior freshly made! Yum yum yum.,e! Yum yum yum,positive
12502,72f25a451b, take a nap bedalii,take a nap bedalii,neutral
12503,87e72c177a,i feel like **** right now and i have one more month of school left  FML HARD,i feel like **** right now and i have one more month of school left  FML HARD,negative
12504,befb3f2536,"@_everblue She actually posted again to say that it was the 2nd and not the 4th, so nevermind.",nevermind.,positive
12505,5e7a538e87, just bad good leader and delegate it,just bad good leader and delegate it,neutral
12506,1f6b8c6ac0," hey tom, i'm happy that you're enjoying brazil, but i'm sad cuz i'm not goin to see you in your show","hey tom, i'm happy that you're enjoying brazil, but i'm sad cuz i'm not goin to see you in your show",neutral
12507,8b6de71666, Huh... PR from 5 to 2..?,Huh... PR from 5 to 2..?,neutral
12508,6965d75cb2, Kind of glad I never started Kings now - one less thing to be upset about,Kind of glad I never started Kings now - one less thing to be upset about,neutral
12509,136f337893, really?  wooooo! I wish i could go to indonesia! Lol. Hopefully next summer.,. Hopefully,positive
12510,df8d4f969a,Thinking about opening MacMaze sources as I don't have time to work on it anymore,I don't have time to work on it anymore,negative
12511,86e89b6027," haha.. yes, i'm jealous! i don't have money to do all that!",jealous!,negative
12512,3d1f9bd366, im so jealous! I want to go to ny,jealous!,negative
12513,e8ea30cd58,"OK crowdsourcing failed,","failed,",negative
12514,709049e398,Good morning Twitter!,Good,positive
12515,49f811f90c, _bob7 I'll update you. I had to leave him at the vet for tests and xrays.,_bob7 I'll update you. I had to leave him at the vet for tests and xrays.,neutral
12516,ca7529399b,"My parents withdrew permission at the last moment, I am not going along with tomorrow's SAC trip to IDP camps  #Pakistan #IDPRelief","My parents withdrew permission at the last moment, I am not going along with tomorrow's SAC trip to IDP camps  #Pakistan #IDPRelief",neutral
12517,795cea2407,"Packing up for the trip to Ascari track, thank you Bacardi",thank you Bacardi,positive
12518,1c01a03e1d,in communications class,in communications class,neutral
12519,a0356ac920,Can't sleep and nothings on tv!!,Can't sleep,negative
12520,16f737bd6c,CONGRATS !! I just KNEW a princess would win!!!   #sigjeans,CONGRATS,positive
12521,fd725c1a36,Back in a mo. Cover Girls hubby on fb chat. She not seen him for 5 months,Back in a mo. Cover Girls hubby on fb chat. She not seen him for 5 months,neutral
12522,408c475b5a,"Good morning!! Gonna clean the house a bit, then maybe clean some more, then do nothing for the rest of the day","Good morning!! Gonna clean the house a bit, then maybe clean some more, then do nothing for the rest of the day",neutral
12523,b244cf82f7, Go girl!! Start your day out right...gotta love that!,love,positive
12524,9acb99731a,Oh no! My kindergarten teacher died  Mrs. Collinson always remembered every student she ever had. Loved that lady.,Loved that lady.,positive
12525,ffabf61447, MCFLY?!!  Aren't they the best band ever? I wish I were there to watch the concert. Singapore isn't a place they'd tour.,MCFLY?!!  Aren't they the best band ever? I wish I were there to watch the concert. Singapore isn't a place they'd tour.,neutral
12526,3c68f6963c," lol,  on blip.fm is not the  on twitter! i hate that song btw",r! i hate that son,negative
12527,2ed974138e,#Happy Stars Wars day....Me's a JA-JA BINKS ha  A crappy day outside though ah well makes me have a bit more motivation to revise,Happy Stars Wars day....Me's a JA-JA BINKS ha  A crappy day outside though ah well makes me have a bit more motivation to revise,neutral
12528,e5c4d35c56,Must. get. up.,Must. get. up.,neutral
12529,25e098d166,working from home office today and catching up on everything except twitter,working from home office today and catching up on everything except twitter,neutral
12530,43112b250b, lol i'll have to look on youtube later  thanks,thanks,positive
12531,863097735d,gosh today sucks! i didnt get my tax returns! im so upset cuz now i have to miss my best friends wedding in washington...lame,gosh today sucks!,negative
12532,88e5d5ec99, that is really brilliant!,that is really brilliant!,positive
12533,73ff36bd49,  I'm sorry. This is all so sad.,I'm sorry,negative
12534,74aec0d9a5, -HI lady! sorry for the delayed response. appreciate the luv.will be in T.O this month.. hows everything going with you?,-HI lady! sorry for the delayed response. appreciate the luv.will be in T.O this month.. hows everything going with you?,neutral
12535,943294dea9,going to take my last final ... wish me luck ..,wish me luck,positive
12536,532d442071,meeting just in time that iï¿½m trying to win something  prize's friday!,meeting just in time that iï¿½m trying to win something  prize's friday!,neutral
12537,9ec0bbb603,can't stop smiling  i'm in the best mood right now!!!!!,best,positive
12538,171b4de425,graduates college on saturday,graduates college on saturday,neutral
12539,18cfebfcf1,waiting for the battery to charge for my new DSLR,waiting for the battery to charge for my new DSLR,neutral
12540,2a49440dc7,trying to upload one thousand photos!!,trying to upload one thousand photos!!,neutral
12541,189f8688c4,having another only fools and horses marathon day,having another only fools and horses marathon day,neutral
12542,7b87883ff8,had a funny time at neball against PLC  score: 48-3. what a game.,funny,positive
12543,502880ec8b,this darn cold just keeps getting worse  i bought some hayfever pills just to try out maybe i've had that all along,worse,negative
12544,7c70e19e11,"so bored at work, its ridiculous, and my Saturday is going to suck with class in the morning","its ridiculous, and my Saturday is going to suck wi",negative
12545,ff119794a2, She does especially Pink ones LOL  What beautiful creatures they are!,t beautiful,positive
12546,f1c242622e," oh no, sorry to hear abt Firefox crashing on you.","oh no, sorry to hear abt Firefox crashing on you.",negative
12547,9e7ce81888, ia so much! i haven't really been happy with any of cooks choices for singles.,i haven't really been happy,negative
12548,699ccfe91f,trying to finish my ****-ignment.please god help me to finish it,****-i,negative
12549,2302ebbe9e,? American Pie FOREVER. I'm watching it right now. They're running naked around on the Streets! Would you do that? I would  [ NOT ],? American Pie FOREVER. I'm watching it right now. They're running naked around on the Streets! Would you do that? I would  [ NOT ],neutral
12550,b1551b8171,"Made breakfast for bf; went to sears to pass my drivers test! stayed with minh for a lil, sauna&amp;spa with aunt, uncle &amp; mom; FINALLY HOME","Made breakfast for bf; went to sears to pass my drivers test! stayed with minh for a lil, sauna&amp;spa with aunt, uncle &amp; mom; FINALL",neutral
12551,2b2160c93a,in science class right now... urgh... stupid project.. don't wanna go to track after school! too tired!  lol,urgh... stupid project.. don't wanna go to track after school! too tired!,negative
12552,6f4e50b096,Sitting in Gatwick- going home for a week! cant wait to see family,cant wait to see family,positive
12553,c76e4d576b, No u miss me !!!!! LOL,miss,negative
12554,e82799ecf7," Been there done that with the laundry!  you know it sucks, but it is so nice to of them to do it...just say thanks.","Been there done that with the laundry!  you know it sucks, but it is so nice to of them to do it...just say thanks.",neutral
12555,17abf64739, Tell my work to give me two days off in a row! Stat! I'm full time I'm supposed to have priority,Tell my work to give me two days off in a row! Stat! I'm full time I'm supposed to have priority,neutral
12556,b3cb1104c8,green computing http://bit.ly/8gb8R,green computing http://bit.ly/8gb8R,neutral
12557,cee5059af5," Hehe, funny (the midget thing) ! Cheer up Alex, and wave from below  Is it that you are in Germany right now? .. or in Spain? ;D",funny,positive
12558,8bf326b4b1,"alphonso milkshake in the morning, lassi in the afternoon and fresh nimbupaani in the evening....summers can be fun",summers can be fun,positive
12559,f516755b5a, Poor you. I'm off on Bank Holiday Monday today too,Poor,negative
12560,e553e915c7,its raining in MD,its raining in MD,neutral
12561,955a6c952d,Happy Mother's Day - Happy Motherï¿½s Day  http://tumblr.com/xnx1qyn0j,Happy Mother's Day,positive
12562,a929174cdf,My back is soooooo hurting.,hurting.,negative
12563,e6bf7c13e3, Made so many new friends on Twitter around USA. Another bike across USA trip would be amazing to see people!,would be amazing,positive
12564,2c5d81bde4,I am so sorry i fell asleep first,sorry,negative
12565,5a1c2ce495," i think i'll pass the worm! haha, but good morning!","i think i'll pass the worm! haha, but good morning!",neutral
12566,f2c9e0392f,"alkaline trio was sweet, saves the day sucked.  but i had a great time anyways.  it was awesome seeing everybody and hangin out",great time anyways.,positive
12567,09dfb1e0da,Good night everyone  im going to lay in bed and watch eraser!,Good night,positive
12568,f81a1511b2,_Henrie haha i WISH i coudl meet you.. you should stop by seattle some time  home of the STARBUKS ;) I LOVE YOU DAVID!!,I LOVE,positive
12569,def629703b, love u!! and love mr. player! come visit me  i miss u girls,love,positive
12570,565422fa12,had a thrilling time with DAS joyride roadtrip! nice driving Pai and Paulo.  http://plurk.com/p/rrg18,had a thrilling time with DAS joyride roadtrip! nice driving Pai and Paulo.,positive
12571,3c6d9f9023,my computer at work is not working...booo... need a new one!  TGIF!,my computer at work is not working...booo... need a new one!  TGIF!,neutral
12572,79b49a0b16,Summer Glau to appear in Dollhouse next year http://tinyurl.com/mnrezc... I still can't believe they won't renew TSCC,. I still can't believe they won't renew TSCC,negative
12573,4eedf0a785," indeed, we live a life on the edge of things, and one foot foul of the law!!","we live a life on the edge of things, and one foot foul of the law!",negative
12574,9928207c77,Wide awake. Wishing I wasn't. **** nightshift routines. Got turned down for the job in Nashville  oh well ...,Wide awake. Wishing I wasn't. **** nightshift routines. Got turned down for the job in Nashville  oh well,negative
12575,493f47d778,Jon made one of the greatest dinners ever: roast pork tenderloin on a bed of wild rice on a bed of mixed greens &amp; yummy sauce. No wine,one of the greatest dinners ever:,positive
12576,2b6017f8f5,"We are on the slowest train ever, it stops everywhere. Missed a quick train by a few minutes","slowest train ever,",negative
12577,87e92fbca7,my mums trying to make me feel ebtter about stopping voting adn not winning shortstack. i almost cried.,my mums trying to make me feel ebtter about stopping voting adn not winning shortstack. i almost cried.,neutral
12578,3d4d752c67,watching the games and making some popcornss!,watching the games and making some popcornss!,neutral
12579,4a2a6251ad,Guess this is a 24-48 hour maintenance.. I'm so sad I miss my friends,sad,negative
12580,fadfdf0405," YAY!!!!   I have Mark issues, too...you'll find I have A LOT of issues.   lmao",of issue,negative
12581,2af5610991,"   that was flippin' sweet, dudes. thanks for sharing",es. thank,positive
12582,d0ef9db367," Ha... Totally go for it. You're a journalism major, so it's a perfect fit.","Ha... Totally go for it. You're a journalism major, so it's a perfect fit.",positive
12583,c0854bf08a,  I wish I knew..  Trying to figure something out here too,I wish I knew..,positive
12584,2889cb3b49, o can't work that one out  pain in the **** them spammers,o can't work that one out  pain in the **** them spammers,negative
12585,9b330e4b71,"finally, holiday.","finally, holiday.",positive
12586,9f292fb9b4,": I live in germany, it costs a lot too!  I wish you could follow me anyway..",": I live in germany, it costs a lot too!  I wish you could follow me anyway..",neutral
12587,be6c6fa1b5,just came back from karaoke &amp; eating dinner with emily. it was sooooo much fun,uch,positive
12588,be2f1b8fbf,_eyes I wish I knew!  The curse of Tumblr.,wish,positive
12589,1448b746d3,"Broke Up with girlfriend, FEELING Very lonely and heartbroken  Sad times guys (N)",heartbroken,negative
12590,8947d5a896, Thanks for the tip on otherinbox...  It won't work with outlook for me...,Thanks,positive
12591,27450b471b,Hawks lost but it was a good time,good,positive
12592,fdbde00c31,asks thnx for gritiNg    take caRE Too  God BleSS http://plurk.com/p/rqo76,God Ble,positive
12593,0ab2f1d70e, i cant get through,i cant get through,negative
12594,6327cee322,"  ITV plugging the Special a lot. Have a great night all of you, will miss your tweets when you come back home","ITV plugging the Special a lot. Have a great night all of you, will miss your tweets when you come back home",neutral
12595,47105d9153, ill check that out,ill check that out,neutral
12596,15d07982a6,Finishing Homework.  BOOO,Finishing Homework.  BOOO,neutral
12597,ef30751b05, that's sad,sad,negative
12598,97e92b0002,Wow.. TAGers ROCK!!!  Awesome performance,Wow.. TAGers ROCK!!!  Awesome performance,positive
12599,8f67bc22ae,That's how you go from series to season. The days of being an elite team are over in Dallas. EPL Derby Day tomorrow. Tell me what I miss.,That's how you go from series to season. The days of being an elite team are over in Dallas. EPL Derby Day tomorrow. Tell me what I miss.,neutral
12600,77eb2db1c6, &gt; &quot;live Q&amp;A 24/7&quot;... definitely the best part of twitter for me,ot;... definitel,positive
12601,e550760512,Hanging with kevin tomorrow!  out goes being productive.,productive.,positive
12602,f651d6efda, Good morning to you. Hope you have a nice productive day,nice productive day,positive
