,frequency,presence,idf,tf-idf
civilization,1,1.0,10.528284882554852,10.528284882554852
arthritus,1,1.0,10.528284882554852,10.528284882554852
jrztwitterlunch,1,1.0,10.528284882554852,10.528284882554852
haff,1,1.0,10.528284882554852,10.528284882554852
hairloss,1,1.0,10.528284882554852,10.528284882554852
girlfrie,1,1.0,10.528284882554852,10.528284882554852
gprof,1,1.0,10.528284882554852,10.528284882554852
benicks,1,1.0,10.528284882554852,10.528284882554852
jennah,1,1.0,10.528284882554852,10.528284882554852
hopefull,1,1.0,10.528284882554852,10.528284882554852
roc,1,1.0,10.528284882554852,10.528284882554852
lopatcong,1,1.0,10.528284882554852,10.528284882554852
crocker,1,1.0,10.528284882554852,10.528284882554852
pinkyponk,1,1.0,10.528284882554852,10.528284882554852
excruciating,1,1.0,10.528284882554852,10.528284882554852
mojito,1,1.0,10.528284882554852,10.528284882554852
yehhaa,1,1.0,10.528284882554852,10.528284882554852
daammnn,1,1.0,10.528284882554852,10.528284882554852
sctrahc,1,1.0,10.528284882554852,10.528284882554852
absolute,1,1.0,10.528284882554852,10.528284882554852
fidel,1,1.0,10.528284882554852,10.528284882554852
warner,1,1.0,10.528284882554852,10.528284882554852
casino,1,1.0,10.528284882554852,10.528284882554852
decal,1,1.0,10.528284882554852,10.528284882554852
waxing,1,1.0,10.528284882554852,10.528284882554852
weaver,1,1.0,10.528284882554852,10.528284882554852
sos,1,1.0,10.528284882554852,10.528284882554852
gla,1,1.0,10.528284882554852,10.528284882554852
yaaw,1,1.0,10.528284882554852,10.528284882554852
coould,1,1.0,10.528284882554852,10.528284882554852
shipley,1,1.0,10.528284882554852,10.528284882554852
fullterm,1,1.0,10.528284882554852,10.528284882554852
impressions,1,1.0,10.528284882554852,10.528284882554852
information,1,1.0,10.528284882554852,10.528284882554852
nurofen,1,1.0,10.528284882554852,10.528284882554852
rented,1,1.0,10.528284882554852,10.528284882554852
scrabbled,1,1.0,10.528284882554852,10.528284882554852
wnna,1,1.0,10.528284882554852,10.528284882554852
cinder,1,1.0,10.528284882554852,10.528284882554852
possiblei,1,1.0,10.528284882554852,10.528284882554852
qa,1,1.0,10.528284882554852,10.528284882554852
bubblies,1,1.0,10.528284882554852,10.528284882554852
gump,1,1.0,10.528284882554852,10.528284882554852
helpline,1,1.0,10.528284882554852,10.528284882554852
miscarriage,1,1.0,10.528284882554852,10.528284882554852
satisfy,1,1.0,10.528284882554852,10.528284882554852
outsie,1,1.0,10.528284882554852,10.528284882554852
extremally,1,1.0,10.528284882554852,10.528284882554852
blake,1,1.0,10.528284882554852,10.528284882554852
immune,1,1.0,10.528284882554852,10.528284882554852
pikachu,1,1.0,10.528284882554852,10.528284882554852
awarded,1,1.0,10.528284882554852,10.528284882554852
hawk,1,1.0,10.528284882554852,10.528284882554852
grumbling,1,1.0,10.528284882554852,10.528284882554852
oregon,1,1.0,10.528284882554852,10.528284882554852
ihop,1,1.0,10.528284882554852,10.528284882554852
differently,1,1.0,10.528284882554852,10.528284882554852
mojojojo,1,1.0,10.528284882554852,10.528284882554852
robs,1,1.0,10.528284882554852,10.528284882554852
breakin,1,1.0,10.528284882554852,10.528284882554852
festivities,1,1.0,10.528284882554852,10.528284882554852
ov,1,1.0,10.528284882554852,10.528284882554852
sleepfail,1,1.0,10.528284882554852,10.528284882554852
profit,1,1.0,10.528284882554852,10.528284882554852
typically,1,1.0,10.528284882554852,10.528284882554852
fixing,1,1.0,10.528284882554852,10.528284882554852
mort,1,1.0,10.528284882554852,10.528284882554852
errors,1,1.0,10.528284882554852,10.528284882554852
rachael,1,1.0,10.528284882554852,10.528284882554852
programmer,1,1.0,10.528284882554852,10.528284882554852
empathise,1,1.0,10.528284882554852,10.528284882554852
lonngg,1,1.0,10.528284882554852,10.528284882554852
myoh,1,1.0,10.528284882554852,10.528284882554852
shlda,1,1.0,10.528284882554852,10.528284882554852
liquour,1,1.0,10.528284882554852,10.528284882554852
moy,1,1.0,10.528284882554852,10.528284882554852
embossers,1,1.0,10.528284882554852,10.528284882554852
shipment,1,1.0,10.528284882554852,10.528284882554852
blackberr,1,1.0,10.528284882554852,10.528284882554852
neti,1,1.0,10.528284882554852,10.528284882554852
cibic,1,1.0,10.528284882554852,10.528284882554852
mohawk,1,1.0,10.528284882554852,10.528284882554852
kurang,1,1.0,10.528284882554852,10.528284882554852
horatio,1,1.0,10.528284882554852,10.528284882554852
virginia,1,1.0,10.528284882554852,10.528284882554852
danan,1,1.0,10.528284882554852,10.528284882554852
granted,1,1.0,10.528284882554852,10.528284882554852
extranet,1,1.0,10.528284882554852,10.528284882554852
nurses,1,1.0,10.528284882554852,10.528284882554852
laters,1,1.0,10.528284882554852,10.528284882554852
morningg,1,1.0,10.528284882554852,10.528284882554852
dollhouse,1,1.0,10.528284882554852,10.528284882554852
overreaction,1,1.0,10.528284882554852,10.528284882554852
becomes,1,1.0,10.528284882554852,10.528284882554852
families,1,1.0,10.528284882554852,10.528284882554852
liddle,1,1.0,10.528284882554852,10.528284882554852
copilot,1,1.0,10.528284882554852,10.528284882554852
neaby,1,1.0,10.528284882554852,10.528284882554852
coherent,1,1.0,10.528284882554852,10.528284882554852
advised,1,1.0,10.528284882554852,10.528284882554852
mowed,1,1.0,10.528284882554852,10.528284882554852
backgroung,1,1.0,10.528284882554852,10.528284882554852
geeksonaplane,1,1.0,10.528284882554852,10.528284882554852
procrastinate,1,1.0,10.528284882554852,10.528284882554852
shuting,1,1.0,10.528284882554852,10.528284882554852
bullwinkle,1,1.0,10.528284882554852,10.528284882554852
xml,1,1.0,10.528284882554852,10.528284882554852
downer,1,1.0,10.528284882554852,10.528284882554852
wakenbake,1,1.0,10.528284882554852,10.528284882554852
whever,1,1.0,10.528284882554852,10.528284882554852
xoxox,1,1.0,10.528284882554852,10.528284882554852
ats,1,1.0,10.528284882554852,10.528284882554852
loopjazz,1,1.0,10.528284882554852,10.528284882554852
redeems,1,1.0,10.528284882554852,10.528284882554852
jumpstart,1,1.0,10.528284882554852,10.528284882554852
secured,1,1.0,10.528284882554852,10.528284882554852
sanctuary,1,1.0,10.528284882554852,10.528284882554852
genitals,1,1.0,10.528284882554852,10.528284882554852
gota,1,1.0,10.528284882554852,10.528284882554852
webcam,1,1.0,10.528284882554852,10.528284882554852
sounders,1,1.0,10.528284882554852,10.528284882554852
unfuzzy,1,1.0,10.528284882554852,10.528284882554852
festivus,1,1.0,10.528284882554852,10.528284882554852
vinny,1,1.0,10.528284882554852,10.528284882554852
skydivers,1,1.0,10.528284882554852,10.528284882554852
overdose,1,1.0,10.528284882554852,10.528284882554852
cld,1,1.0,10.528284882554852,10.528284882554852
cement,1,1.0,10.528284882554852,10.528284882554852
behin,1,1.0,10.528284882554852,10.528284882554852
rocket,1,1.0,10.528284882554852,10.528284882554852
fussy,1,1.0,10.528284882554852,10.528284882554852
irma,1,1.0,10.528284882554852,10.528284882554852
alias,1,1.0,10.528284882554852,10.528284882554852
bourdon,1,1.0,10.528284882554852,10.528284882554852
ibm,1,1.0,10.528284882554852,10.528284882554852
victoia,1,1.0,10.528284882554852,10.528284882554852
moshh,1,1.0,10.528284882554852,10.528284882554852
lotby,1,1.0,10.528284882554852,10.528284882554852
gracious,1,1.0,10.528284882554852,10.528284882554852
curved,1,1.0,10.528284882554852,10.528284882554852
spose,1,1.0,10.528284882554852,10.528284882554852
happydance,1,1.0,10.528284882554852,10.528284882554852
stupido,1,1.0,10.528284882554852,10.528284882554852
pdx,1,1.0,10.528284882554852,10.528284882554852
sprint,1,1.0,10.528284882554852,10.528284882554852
bandung,1,1.0,10.528284882554852,10.528284882554852
sheena,1,1.0,10.528284882554852,10.528284882554852
buttfuck,1,1.0,10.528284882554852,10.528284882554852
antony,1,1.0,10.528284882554852,10.528284882554852
opposed,1,1.0,10.528284882554852,10.528284882554852
geeky,1,1.0,10.528284882554852,10.528284882554852
ilost,1,1.0,10.528284882554852,10.528284882554852
pedicures,1,1.0,10.528284882554852,10.528284882554852
boverd,1,1.0,10.528284882554852,10.528284882554852
shortcut,1,1.0,10.528284882554852,10.528284882554852
xmind,1,1.0,10.528284882554852,10.528284882554852
cumbersome,1,1.0,10.528284882554852,10.528284882554852
idhu,1,1.0,10.528284882554852,10.528284882554852
goodgirl,1,1.0,10.528284882554852,10.528284882554852
gomez,1,1.0,10.528284882554852,10.528284882554852
harpers,1,1.0,10.528284882554852,10.528284882554852
fcukk,1,1.0,10.528284882554852,10.528284882554852
tighten,1,1.0,10.528284882554852,10.528284882554852
offset,1,1.0,10.528284882554852,10.528284882554852
starbux,1,1.0,10.528284882554852,10.528284882554852
psprint,1,1.0,10.528284882554852,10.528284882554852
disorganized,1,1.0,10.528284882554852,10.528284882554852
hermione,1,1.0,10.528284882554852,10.528284882554852
tumbleweed,1,1.0,10.528284882554852,10.528284882554852
officials,1,1.0,10.528284882554852,10.528284882554852
beaches,1,1.0,10.528284882554852,10.528284882554852
rking,1,1.0,10.528284882554852,10.528284882554852
chaper,1,1.0,10.528284882554852,10.528284882554852
juga,1,1.0,10.528284882554852,10.528284882554852
differe,1,1.0,10.528284882554852,10.528284882554852
ebm,1,1.0,10.528284882554852,10.528284882554852
stunning,1,1.0,10.528284882554852,10.528284882554852
dot,1,1.0,10.528284882554852,10.528284882554852
igbaras,1,1.0,10.528284882554852,10.528284882554852
cbeebies,1,1.0,10.528284882554852,10.528284882554852
throwing,1,1.0,10.528284882554852,10.528284882554852
dialed,1,1.0,10.528284882554852,10.528284882554852
lows,1,1.0,10.528284882554852,10.528284882554852
cowboy,1,1.0,10.528284882554852,10.528284882554852
brainbone,1,1.0,10.528284882554852,10.528284882554852
santana,1,1.0,10.528284882554852,10.528284882554852
southridge,1,1.0,10.528284882554852,10.528284882554852
paulo,1,1.0,10.528284882554852,10.528284882554852
discover,1,1.0,10.528284882554852,10.528284882554852
oj,1,1.0,10.528284882554852,10.528284882554852
logins,1,1.0,10.528284882554852,10.528284882554852
clothing,1,1.0,10.528284882554852,10.528284882554852
streusel,1,1.0,10.528284882554852,10.528284882554852
throte,1,1.0,10.528284882554852,10.528284882554852
ironing,1,1.0,10.528284882554852,10.528284882554852
paranoif,1,1.0,10.528284882554852,10.528284882554852
splodge,1,1.0,10.528284882554852,10.528284882554852
damon,1,1.0,10.528284882554852,10.528284882554852
aber,1,1.0,10.528284882554852,10.528284882554852
makerfaire,1,1.0,10.528284882554852,10.528284882554852
nahh,1,1.0,10.528284882554852,10.528284882554852
thedailyshow,1,1.0,10.528284882554852,10.528284882554852
licking,1,1.0,10.528284882554852,10.528284882554852
milo,1,1.0,10.528284882554852,10.528284882554852
tall,1,1.0,10.528284882554852,10.528284882554852
rpg,1,1.0,10.528284882554852,10.528284882554852
quirky,1,1.0,10.528284882554852,10.528284882554852
dissappointed,1,1.0,10.528284882554852,10.528284882554852
presale,1,1.0,10.528284882554852,10.528284882554852
cloggin,1,1.0,10.528284882554852,10.528284882554852
hibernation,1,1.0,10.528284882554852,10.528284882554852
cote,1,1.0,10.528284882554852,10.528284882554852
breathi,1,1.0,10.528284882554852,10.528284882554852
designs,1,1.0,10.528284882554852,10.528284882554852
thingie,1,1.0,10.528284882554852,10.528284882554852
thaanks,1,1.0,10.528284882554852,10.528284882554852
flyer,1,1.0,10.528284882554852,10.528284882554852
sunfay,1,1.0,10.528284882554852,10.528284882554852
nas,1,1.0,10.528284882554852,10.528284882554852
latrine,1,1.0,10.528284882554852,10.528284882554852
funnest,1,1.0,10.528284882554852,10.528284882554852
renegades,1,1.0,10.528284882554852,10.528284882554852
brokenn,1,1.0,10.528284882554852,10.528284882554852
birth,1,1.0,10.528284882554852,10.528284882554852
nuffin,1,1.0,10.528284882554852,10.528284882554852
boagsie,1,1.0,10.528284882554852,10.528284882554852
giid,1,1.0,10.528284882554852,10.528284882554852
bara,1,1.0,10.528284882554852,10.528284882554852
expense,1,1.0,10.528284882554852,10.528284882554852
protools,1,1.0,10.528284882554852,10.528284882554852
dayem,1,1.0,10.528284882554852,10.528284882554852
consist,1,1.0,10.528284882554852,10.528284882554852
vishnupsp,1,1.0,10.528284882554852,10.528284882554852
lawyer,1,1.0,10.528284882554852,10.528284882554852
azongo,1,1.0,10.528284882554852,10.528284882554852
jorge,1,1.0,10.528284882554852,10.528284882554852
no0o0o0o,1,1.0,10.528284882554852,10.528284882554852
blowin,1,1.0,10.528284882554852,10.528284882554852
hitt,1,1.0,10.528284882554852,10.528284882554852
outdoor,1,1.0,10.528284882554852,10.528284882554852
stuf,1,1.0,10.528284882554852,10.528284882554852
mainly,1,1.0,10.528284882554852,10.528284882554852
tasmania,1,1.0,10.528284882554852,10.528284882554852
continued,1,1.0,10.528284882554852,10.528284882554852
x64,1,1.0,10.528284882554852,10.528284882554852
mady,1,1.0,10.528284882554852,10.528284882554852
memorizing,1,1.0,10.528284882554852,10.528284882554852
scorpian,1,1.0,10.528284882554852,10.528284882554852
han,1,1.0,10.528284882554852,10.528284882554852
precariously,1,1.0,10.528284882554852,10.528284882554852
continuous,1,1.0,10.528284882554852,10.528284882554852
cultural,1,1.0,10.528284882554852,10.528284882554852
hubbie,1,1.0,10.528284882554852,10.528284882554852
uglier,1,1.0,10.528284882554852,10.528284882554852
banner,1,1.0,10.528284882554852,10.528284882554852
thingo,1,1.0,10.528284882554852,10.528284882554852
monroe,1,1.0,10.528284882554852,10.528284882554852
tartan,1,1.0,10.528284882554852,10.528284882554852
snore,1,1.0,10.528284882554852,10.528284882554852
relized,1,1.0,10.528284882554852,10.528284882554852
praising,1,1.0,10.528284882554852,10.528284882554852
leiin,1,1.0,10.528284882554852,10.528284882554852
jill,1,1.0,10.528284882554852,10.528284882554852
closure,1,1.0,10.528284882554852,10.528284882554852
bens,1,1.0,10.528284882554852,10.528284882554852
contradiction,1,1.0,10.528284882554852,10.528284882554852
bball,1,1.0,10.528284882554852,10.528284882554852
hooping,1,1.0,10.528284882554852,10.528284882554852
suzy,1,1.0,10.528284882554852,10.528284882554852
tourney,1,1.0,10.528284882554852,10.528284882554852
pipe,1,1.0,10.528284882554852,10.528284882554852
chipping,1,1.0,10.528284882554852,10.528284882554852
gtg,1,1.0,10.528284882554852,10.528284882554852
bhr,1,1.0,10.528284882554852,10.528284882554852
poverty,1,1.0,10.528284882554852,10.528284882554852
cincinnati,1,1.0,10.528284882554852,10.528284882554852
sigghh,1,1.0,10.528284882554852,10.528284882554852
monda,1,1.0,10.528284882554852,10.528284882554852
moldy,1,1.0,10.528284882554852,10.528284882554852
mechanic,1,1.0,10.528284882554852,10.528284882554852
cyderr,1,1.0,10.528284882554852,10.528284882554852
services,1,1.0,10.528284882554852,10.528284882554852
production,1,1.0,10.528284882554852,10.528284882554852
dxd,1,1.0,10.528284882554852,10.528284882554852
crisis,1,1.0,10.528284882554852,10.528284882554852
disagreement,1,1.0,10.528284882554852,10.528284882554852
shwasty,1,1.0,10.528284882554852,10.528284882554852
qood,1,1.0,10.528284882554852,10.528284882554852
glands,1,1.0,10.528284882554852,10.528284882554852
starups,1,1.0,10.528284882554852,10.528284882554852
facebooking,1,1.0,10.528284882554852,10.528284882554852
streams,1,1.0,10.528284882554852,10.528284882554852
procrastination,1,1.0,10.528284882554852,10.528284882554852
paused,1,1.0,10.528284882554852,10.528284882554852
pand_i,1,1.0,10.528284882554852,10.528284882554852
contributed,1,1.0,10.528284882554852,10.528284882554852
tweethampton,1,1.0,10.528284882554852,10.528284882554852
marrying,1,1.0,10.528284882554852,10.528284882554852
feck,1,1.0,10.528284882554852,10.528284882554852
loadsa,1,1.0,10.528284882554852,10.528284882554852
l8,1,1.0,10.528284882554852,10.528284882554852
equals,1,1.0,10.528284882554852,10.528284882554852
chorus,1,1.0,10.528284882554852,10.528284882554852
weeoow,1,1.0,10.528284882554852,10.528284882554852
dalden,1,1.0,10.528284882554852,10.528284882554852
crazzyy,1,1.0,10.528284882554852,10.528284882554852
exspecially,1,1.0,10.528284882554852,10.528284882554852
earpie,1,1.0,10.528284882554852,10.528284882554852
unfortuna,1,1.0,10.528284882554852,10.528284882554852
trnds3trs,1,1.0,10.528284882554852,10.528284882554852
ridin,1,1.0,10.528284882554852,10.528284882554852
renae,1,1.0,10.528284882554852,10.528284882554852
lolo,1,1.0,10.528284882554852,10.528284882554852
truss,1,1.0,10.528284882554852,10.528284882554852
ple,1,1.0,10.528284882554852,10.528284882554852
lq,1,1.0,10.528284882554852,10.528284882554852
kraken,1,1.0,10.528284882554852,10.528284882554852
delcious,1,1.0,10.528284882554852,10.528284882554852
throbbing,1,1.0,10.528284882554852,10.528284882554852
drool,1,1.0,10.528284882554852,10.528284882554852
begining,1,1.0,10.528284882554852,10.528284882554852
librefm,1,1.0,10.528284882554852,10.528284882554852
felted,1,1.0,10.528284882554852,10.528284882554852
religious,1,1.0,10.528284882554852,10.528284882554852
addison,1,1.0,10.528284882554852,10.528284882554852
disapointing,1,1.0,10.528284882554852,10.528284882554852
refunds,1,1.0,10.528284882554852,10.528284882554852
cinderelliiee,1,1.0,10.528284882554852,10.528284882554852
jager,1,1.0,10.528284882554852,10.528284882554852
fishfingers,1,1.0,10.528284882554852,10.528284882554852
hhahaa,1,1.0,10.528284882554852,10.528284882554852
obamas,1,1.0,10.528284882554852,10.528284882554852
seeker,1,1.0,10.528284882554852,10.528284882554852
thatd,1,1.0,10.528284882554852,10.528284882554852
absolutly,1,1.0,10.528284882554852,10.528284882554852
grimmy,1,1.0,10.528284882554852,10.528284882554852
tribbles,1,1.0,10.528284882554852,10.528284882554852
mojo,1,1.0,10.528284882554852,10.528284882554852
podunktown,1,1.0,10.528284882554852,10.528284882554852
highness,1,1.0,10.528284882554852,10.528284882554852
motorsport,1,1.0,10.528284882554852,10.528284882554852
desserts,1,1.0,10.528284882554852,10.528284882554852
hehehehehe,1,1.0,10.528284882554852,10.528284882554852
ford,1,1.0,10.528284882554852,10.528284882554852
englands,1,1.0,10.528284882554852,10.528284882554852
artoo,1,1.0,10.528284882554852,10.528284882554852
g1freaks,1,1.0,10.528284882554852,10.528284882554852
rican,1,1.0,10.528284882554852,10.528284882554852
caviar,1,1.0,10.528284882554852,10.528284882554852
acquired,1,1.0,10.528284882554852,10.528284882554852
engrossing,1,1.0,10.528284882554852,10.528284882554852
bannished,1,1.0,10.528284882554852,10.528284882554852
upkeep,1,1.0,10.528284882554852,10.528284882554852
kleins,1,1.0,10.528284882554852,10.528284882554852
scen,1,1.0,10.528284882554852,10.528284882554852
nooww,1,1.0,10.528284882554852,10.528284882554852
kadi,1,1.0,10.528284882554852,10.528284882554852
bett,1,1.0,10.528284882554852,10.528284882554852
fireftp,1,1.0,10.528284882554852,10.528284882554852
durin,1,1.0,10.528284882554852,10.528284882554852
havee,1,1.0,10.528284882554852,10.528284882554852
reserve,1,1.0,10.528284882554852,10.528284882554852
verse,1,1.0,10.528284882554852,10.528284882554852
gyms,1,1.0,10.528284882554852,10.528284882554852
awesomeupdater,1,1.0,10.528284882554852,10.528284882554852
determination,1,1.0,10.528284882554852,10.528284882554852
brag,1,1.0,10.528284882554852,10.528284882554852
nita,1,1.0,10.528284882554852,10.528284882554852
dijon,1,1.0,10.528284882554852,10.528284882554852
siento,1,1.0,10.528284882554852,10.528284882554852
disturb,1,1.0,10.528284882554852,10.528284882554852
warmly,1,1.0,10.528284882554852,10.528284882554852
europa,1,1.0,10.528284882554852,10.528284882554852
menace,1,1.0,10.528284882554852,10.528284882554852
jg,1,1.0,10.528284882554852,10.528284882554852
frosting,1,1.0,10.528284882554852,10.528284882554852
kathryn,1,1.0,10.528284882554852,10.528284882554852
lovley,1,1.0,10.528284882554852,10.528284882554852
bourbon,1,1.0,10.528284882554852,10.528284882554852
avatarcamp,1,1.0,10.528284882554852,10.528284882554852
chalky,1,1.0,10.528284882554852,10.528284882554852
allmothers,1,1.0,10.528284882554852,10.528284882554852
brainfreeze,1,1.0,10.528284882554852,10.528284882554852
joyologist,1,1.0,10.528284882554852,10.528284882554852
fooked,1,1.0,10.528284882554852,10.528284882554852
kiddo,1,1.0,10.528284882554852,10.528284882554852
stitch,1,1.0,10.528284882554852,10.528284882554852
buttocks,1,1.0,10.528284882554852,10.528284882554852
prevent,1,1.0,10.528284882554852,10.528284882554852
expedited,1,1.0,10.528284882554852,10.528284882554852
grande,1,1.0,10.528284882554852,10.528284882554852
sofa,1,1.0,10.528284882554852,10.528284882554852
butterflies,1,1.0,10.528284882554852,10.528284882554852
affiliation,1,1.0,10.528284882554852,10.528284882554852
contern,1,1.0,10.528284882554852,10.528284882554852
geas,1,1.0,10.528284882554852,10.528284882554852
eft,1,1.0,10.528284882554852,10.528284882554852
husker,1,1.0,10.528284882554852,10.528284882554852
sterling,1,1.0,10.528284882554852,10.528284882554852
teller,1,1.0,10.528284882554852,10.528284882554852
blockparty,1,1.0,10.528284882554852,10.528284882554852
injustice,1,1.0,10.528284882554852,10.528284882554852
speedway,1,1.0,10.528284882554852,10.528284882554852
absence,1,1.0,10.528284882554852,10.528284882554852
profitable,1,1.0,10.528284882554852,10.528284882554852
raid,1,1.0,10.528284882554852,10.528284882554852
suspected,1,1.0,10.528284882554852,10.528284882554852
dynamite,1,1.0,10.528284882554852,10.528284882554852
nyeh,1,1.0,10.528284882554852,10.528284882554852
jackets,1,1.0,10.528284882554852,10.528284882554852
ecstatic,1,1.0,10.528284882554852,10.528284882554852
sameway,1,1.0,10.528284882554852,10.528284882554852
blazing,1,1.0,10.528284882554852,10.528284882554852
guinness,1,1.0,10.528284882554852,10.528284882554852
standard,1,1.0,10.528284882554852,10.528284882554852
carries,1,1.0,10.528284882554852,10.528284882554852
palo,1,1.0,10.528284882554852,10.528284882554852
redu,1,1.0,10.528284882554852,10.528284882554852
sadfaced,1,1.0,10.528284882554852,10.528284882554852
wiih,1,1.0,10.528284882554852,10.528284882554852
twitterparty,1,1.0,10.528284882554852,10.528284882554852
phobias,1,1.0,10.528284882554852,10.528284882554852
groove,1,1.0,10.528284882554852,10.528284882554852
pleasing,1,1.0,10.528284882554852,10.528284882554852
caring,1,1.0,10.528284882554852,10.528284882554852
roar,1,1.0,10.528284882554852,10.528284882554852
glitter,1,1.0,10.528284882554852,10.528284882554852
stroking,1,1.0,10.528284882554852,10.528284882554852
grooveshark,1,1.0,10.528284882554852,10.528284882554852
ibood,1,1.0,10.528284882554852,10.528284882554852
saints,1,1.0,10.528284882554852,10.528284882554852
harajuku,1,1.0,10.528284882554852,10.528284882554852
kaleidoscope,1,1.0,10.528284882554852,10.528284882554852
umbrella,1,1.0,10.528284882554852,10.528284882554852
attract,1,1.0,10.528284882554852,10.528284882554852
day.every,1,1.0,10.528284882554852,10.528284882554852
bris,1,1.0,10.528284882554852,10.528284882554852
thu,1,1.0,10.528284882554852,10.528284882554852
roomie,1,1.0,10.528284882554852,10.528284882554852
arizzard,1,1.0,10.528284882554852,10.528284882554852
guus,1,1.0,10.528284882554852,10.528284882554852
gameresearching,1,1.0,10.528284882554852,10.528284882554852
wingnuts,1,1.0,10.528284882554852,10.528284882554852
tragedy,1,1.0,10.528284882554852,10.528284882554852
syamptoms,1,1.0,10.528284882554852,10.528284882554852
heffas,1,1.0,10.528284882554852,10.528284882554852
psh,1,1.0,10.528284882554852,10.528284882554852
selenagomezlast,1,1.0,10.528284882554852,10.528284882554852
congradts,1,1.0,10.528284882554852,10.528284882554852
shapeshifter,1,1.0,10.528284882554852,10.528284882554852
overwhelming,1,1.0,10.528284882554852,10.528284882554852
muchly,1,1.0,10.528284882554852,10.528284882554852
rubiks,1,1.0,10.528284882554852,10.528284882554852
dood,1,1.0,10.528284882554852,10.528284882554852
bethh,1,1.0,10.528284882554852,10.528284882554852
matched,1,1.0,10.528284882554852,10.528284882554852
downs,1,1.0,10.528284882554852,10.528284882554852
principle,1,1.0,10.528284882554852,10.528284882554852
subo,1,1.0,10.528284882554852,10.528284882554852
grandkids,1,1.0,10.528284882554852,10.528284882554852
sweaters,1,1.0,10.528284882554852,10.528284882554852
iflowers,1,1.0,10.528284882554852,10.528284882554852
taquito,1,1.0,10.528284882554852,10.528284882554852
fright,1,1.0,10.528284882554852,10.528284882554852
graphic,1,1.0,10.528284882554852,10.528284882554852
eom,1,1.0,10.528284882554852,10.528284882554852
improving,1,1.0,10.528284882554852,10.528284882554852
gown,1,1.0,10.528284882554852,10.528284882554852
recharger,1,1.0,10.528284882554852,10.528284882554852
blossom,1,1.0,10.528284882554852,10.528284882554852
inerne,1,1.0,10.528284882554852,10.528284882554852
approach,1,1.0,10.528284882554852,10.528284882554852
pleaase,1,1.0,10.528284882554852,10.528284882554852
lactose,1,1.0,10.528284882554852,10.528284882554852
reunite,1,1.0,10.528284882554852,10.528284882554852
awas,1,1.0,10.528284882554852,10.528284882554852
underthesink,1,1.0,10.528284882554852,10.528284882554852
sicken,1,1.0,10.528284882554852,10.528284882554852
concer,1,1.0,10.528284882554852,10.528284882554852
urgently,1,1.0,10.528284882554852,10.528284882554852
papaw,1,1.0,10.528284882554852,10.528284882554852
hogging,1,1.0,10.528284882554852,10.528284882554852
shay,1,1.0,10.528284882554852,10.528284882554852
gel,1,1.0,10.528284882554852,10.528284882554852
d.o.a,1,1.0,10.528284882554852,10.528284882554852
ilong,1,1.0,10.528284882554852,10.528284882554852
cambie,1,1.0,10.528284882554852,10.528284882554852
goshh,1,1.0,10.528284882554852,10.528284882554852
michele,1,1.0,10.528284882554852,10.528284882554852
trike,1,1.0,10.528284882554852,10.528284882554852
neeww,1,1.0,10.528284882554852,10.528284882554852
esquire,1,1.0,10.528284882554852,10.528284882554852
beb,1,1.0,10.528284882554852,10.528284882554852
kalebnation.com,1,1.0,10.528284882554852,10.528284882554852
podcasters,1,1.0,10.528284882554852,10.528284882554852
oommgg,1,1.0,10.528284882554852,10.528284882554852
funpacked,1,1.0,10.528284882554852,10.528284882554852
frensfrm,1,1.0,10.528284882554852,10.528284882554852
kerry,1,1.0,10.528284882554852,10.528284882554852
edumedia09,1,1.0,10.528284882554852,10.528284882554852
bfgurelgbsr,1,1.0,10.528284882554852,10.528284882554852
satisfaction,1,1.0,10.528284882554852,10.528284882554852
ghetto,1,1.0,10.528284882554852,10.528284882554852
kohls,1,1.0,10.528284882554852,10.528284882554852
snot,1,1.0,10.528284882554852,10.528284882554852
disbanding,1,1.0,10.528284882554852,10.528284882554852
dac,1,1.0,10.528284882554852,10.528284882554852
pushit,1,1.0,10.528284882554852,10.528284882554852
njoying,1,1.0,10.528284882554852,10.528284882554852
neemah,1,1.0,10.528284882554852,10.528284882554852
shatner,1,1.0,10.528284882554852,10.528284882554852
labels,1,1.0,10.528284882554852,10.528284882554852
mat,1,1.0,10.528284882554852,10.528284882554852
shortsleeved,1,1.0,10.528284882554852,10.528284882554852
sperm,1,1.0,10.528284882554852,10.528284882554852
brake,1,1.0,10.528284882554852,10.528284882554852
agents,1,1.0,10.528284882554852,10.528284882554852
competiton,1,1.0,10.528284882554852,10.528284882554852
universe,1,1.0,10.528284882554852,10.528284882554852
tower,1,1.0,10.528284882554852,10.528284882554852
kairos,1,1.0,10.528284882554852,10.528284882554852
urgent,1,1.0,10.528284882554852,10.528284882554852
strained,1,1.0,10.528284882554852,10.528284882554852
rocstar,1,1.0,10.528284882554852,10.528284882554852
rlich,1,1.0,10.528284882554852,10.528284882554852
abroad,1,1.0,10.528284882554852,10.528284882554852
guttered,1,1.0,10.528284882554852,10.528284882554852
whoaa,1,1.0,10.528284882554852,10.528284882554852
editors,1,1.0,10.528284882554852,10.528284882554852
gardnerinresidence,1,1.0,10.528284882554852,10.528284882554852
daz,1,1.0,10.528284882554852,10.528284882554852
in_love,1,1.0,10.528284882554852,10.528284882554852
habits,1,1.0,10.528284882554852,10.528284882554852
bulk,1,1.0,10.528284882554852,10.528284882554852
